year|oshpd_id|county|facility|medi_cal|medicare|private_coverage|uninsured|other_payer|self_pay
2021|106130699|IMPERIAL|EL CENTRO REGIONAL MEDICAL CENTER|15076.0|8018.0|6321.0||""|""
2021|106130760|IMPERIAL|PIONEERS MEMORIAL HEALTHCARE DISTRICT|2061.0|4648.0|29007.0||""|""
2021|106141273|INYO|NORTHERN INYO HOSPITAL|1680.0|1659.0|3128.0||""|""
2021|106141338|INYO|SOUTHERN INYO HOSPITAL|525.0|421.0|490.0||""|""
2021|106150706|KERN|ADVENTIST HEALTH DELANO|13965.0|1645.0|4872.0||""|""
2021|106150722|KERN|BAKERSFIELD MEMORIAL HOSPITAL|48537.0|8275.0|9391.0||""|""
2021|106150736|KERN|KERN MEDICAL CENTER|37365.0|41.0|4628.0|2899.0|""|""
2021|106150737|KERN|KERN VALLEY HEALTHCARE DISTRICT|1156.0|1086.0|3373.0||""|""
2021|106150761|KERN|MERCY HOSPITAL - BAKERSFIELD|36574.0|8190.0|14051.0||""|""
2021|106150782|KERN|RIDGECREST REGIONAL HOSPITAL|6110.0|3219.0|5365.0||""|""
2021|106150788|KERN|ADVENTIST HEALTH BAKERSFIELD|18959.0|14026.0|14652.0|3165.0|""|""
2021|106154101|KERN|BAKERSFIELD HEART HOSPITAL|3164.0|2822.0|1830.0||""|""
2021|106154168|KERN|ADVENTIST HEALTH TEHACHAPI VALLEY|6353.0|5005.0|5911.0||""|""
2021|106164029|KINGS|ADVENTIST HEALTH HANFORD|45902.0|10755.0|18943.0|4842.0|""|""
2021|106171049|LAKE|ADVENTIST HEALTH CLEARLAKE|9134.0|4509.0|3100.0|956.0|""|""
2021|106171395|LAKE|SUTTER LAKESIDE HOSPITAL|8060.0|4604.0|3422.0||""|""
2021|106184008|LASSEN|BANNER LASSEN MEDICAL CENTER|3550.0|2289.0|3335.0||""|""
2021|106190017|LOS ANGELES|ALHAMBRA HOSPITAL MEDICAL CENTER|1014.0|2483.0|8751.0||""|""
2021|106190034|LOS ANGELES|ANTELOPE VALLEY HOSPITAL|49829.0|14457.0|27341.0||""|""
2021|106190045|LOS ANGELES|CATALINA ISLAND MEDICAL CENTER|547.0|373.0|996.0||""|""
2021|106190053|LOS ANGELES|ST. MARY MEDICAL CENTER - LONG BEACH|23830.0|4814.0|4115.0||""|""
2021|106190081|LOS ANGELES|BEVERLY HOSPITAL|14312.0|6496.0|1944.0||""|""
2021|106190110|LOS ANGELES|SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY|5098.0|1809.0|3256.0|1613.0|""|""
2021|106190125|LOS ANGELES|CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES|36419.0|4713.0|3801.0||""|""
2021|106190137|LOS ANGELES|CASA COLINA HOSPITAL|||||""|""
2021|106190148|LOS ANGELES|CENTINELA HOSPITAL MEDICAL CENTER|21556.0|5238.0|3187.0||""|""
2021|106190170|LOS ANGELES|CHILDREN'S HOSPITAL OF LOS ANGELES|55154.0|16.0|6633.0|245.0|""|""
2021|106190197|LOS ANGELES|COMMUNITY HOSPITAL OF HUNTINGTON PARK|19743.0|2423.0|1631.0||""|""
2021|106190198|LOS ANGELES|LOS ANGELES COMMUNITY HOSPITAL|2124.0|369.0|488.0||""|""
2021|106190200|LOS ANGELES|SAN GABRIEL VALLEY MEDICAL CENTER|1157.0|3080.0|11119.0||""|""
2021|106190240|LOS ANGELES|LAKEWOOD REGIONAL MEDICAL CENTER|17289.0|6685.0|6568.0|2112.0|""|""
2021|106190243|LOS ANGELES|PIH HEALTH HOSPITAL - DOWNEY|22524.0|6425.0|7952.0||""|""
2021|106190256|LOS ANGELES|EAST LOS ANGELES DOCTORS HOSPITAL|5984.0|929.0|1155.0||""|""
2021|106190280|LOS ANGELES|ENCINO HOSPITAL MEDICAL CENTER|3143.0|1191.0|1594.0||""|""
2021|106190298|LOS ANGELES|EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL|13588.0|5765.0|7285.0||""|""
2021|106190315|LOS ANGELES|GARFIELD MEDICAL CENTER|973.0|2814.0|9013.0||""|""
2021|106190323|LOS ANGELES|ADVENTIST HEALTH GLENDALE|16743.0|7961.0|9093.0|2418.0|""|""
2021|106190352|LOS ANGELES|GREATER EL MONTE COMMUNITY HOSPITAL|3056.0|1058.0|10814.0|1429.0|""|""
2021|106190382|LOS ANGELES|HOLLYWOOD PRESBYTERIAN MEDICAL CENTER|4245.0|3065.0|13202.0|3431.0|""|""
2021|106190385|LOS ANGELES|PROVIDENCE HOLY CROSS MEDICAL CENTER|40599.0|8334.0|12465.0||""|""
2021|106190392|LOS ANGELES|PIH HEALTH GOOD SAMARITAN HOSPITAL|18207.0|5259.0|4736.0||""|""
2021|106190400|LOS ANGELES|HUNTINGTON HOSPITAL|2635.0|8589.0|32063.0||""|""
2021|106190413|LOS ANGELES|EMANATE HEALTH INTER-COMMUNITY HOSPITAL|13287.0|5843.0|5373.0||""|""
2021|106190422|LOS ANGELES|TORRANCE MEMORIAL MEDICAL CENTER|17467.0|13345.0|23435.0|2663.0|""|""
2021|106190429|LOS ANGELES|KAISER FOUNDATION HOSPITAL - LOS ANGELES|13717.0|11408.0|22996.0||""|""
2021|106190431|LOS ANGELES|KAISER FOUNDATION HOSPITAL - SOUTH BAY|12101.0|15249.0|30364.0||""|""
2021|106190432|LOS ANGELES|KAISER FOUNDATION HOSPITAL - PANORAMA CITY|13230.0|15765.0|27314.0||""|""
2021|106190434|LOS ANGELES|KAISER FOUNDATION HOSPITAL - WEST LA|21990.0|16391.0|25974.0||""|""
2021|106190462|LOS ANGELES|AURORA LAS ENCINAS HOSPITAL|||||""|""
2021|106190470|LOS ANGELES|PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE|18055.0|7052.0|12062.0||""|""
2021|106190475|LOS ANGELES|COMMUNITY HOSPITAL LONG BEACH|1941.0|755.0|838.0||""|""
2021|106190500|LOS ANGELES|CEDARS-SINAI MARINA DEL REY HOSPITAL|12436.0|4561.0|10511.0||""|""
2021|106190517|LOS ANGELES|PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER|15621.0|6000.0|9157.0||""|""
2021|106190521|LOS ANGELES|MEMORIAL HOSPITAL OF GARDENA|17877.0|3660.0|3016.0||""|""
2021|106190522|LOS ANGELES|GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER|12439.0|4192.0|4294.0||""|""
2021|106190524|LOS ANGELES|MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS|5150.0|1234.0|948.0||""|""
2021|106190525|LOS ANGELES|MEMORIALCARE LONG BEACH MEDICAL CENTER|45318.0|8403.0|15089.0||""|""
2021|106190529|LOS ANGELES|METHODIST HOSPITAL OF SOUTHERN CALIFORNIA|2145.0|7540.0|19327.0||""|""
2021|106190534|LOS ANGELES|OLYMPIA MEDICAL CENTER|1585.0|359.0|377.0||""|""
2021|106190547|LOS ANGELES|MONTEREY PARK HOSPITAL|2102.0|1624.0|9538.0||""|""
2021|106190555|LOS ANGELES|CEDARS-SINAI MEDICAL CENTER|17267.0|11553.0|21774.0||""|""
2021|106190568|LOS ANGELES|NORTHRIDGE HOSPITAL MEDICAL CENTER|24725.0|7381.0|8941.0||""|""
2021|106190570|LOS ANGELES|NORWALK COMMUNITY HOSPITAL|2441.0|744.0|865.0||""|""
2021|106190587|LOS ANGELES|COLLEGE MEDICAL CENTER|3742.0|1478.0|619.0||""|""
2021|106190630|LOS ANGELES|POMONA VALLEY HOSPITAL MEDICAL CENTER|35252.0|8895.0|20442.0||""|""
2021|106190631|LOS ANGELES|PIH HEALTH HOSPITAL - WHITTIER|23565.0|10479.0|14665.0||""|""
2021|106190636|LOS ANGELES|EMANATE HEALTH QUEEN OF THE VALLEY HOSPITAL|27639.0|6173.0|7744.0||""|""
2021|106190673|LOS ANGELES|SAN DIMAS COMMUNITY HOSPITAL|849.0|2188.0|7623.0||""|""
2021|106190680|LOS ANGELES|PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO|17248.0|4602.0|6910.0||""|""
2021|106190687|LOS ANGELES|SANTA MONICA - UCLA MEDICAL CENTER AND ORTHOPAEDIC HOSPITAL|10574.0|4782.0|12858.0||""|""
2021|106190696|LOS ANGELES|PACIFICA HOSPITAL OF THE VALLEY|4682.0|561.0|1063.0||""|""
2021|106190708|LOS ANGELES|SHERMAN OAKS HOSPITAL|9432.0|2938.0|4970.0||""|""
2021|106190754|LOS ANGELES|ST. FRANCIS MEDICAL CENTER|24397.0|3043.0|9658.0||""|""
2021|106190756|LOS ANGELES|SAINT JOHN'S HEALTH CENTER|6237.0|5568.0|7476.0||""|""
2021|106190758|LOS ANGELES|PROVIDENCE SAINT JOSEPH MEDICAL CENTER|18271.0|7376.0|14024.0||""|""
2021|106190766|LOS ANGELES|COAST PLAZA HOSPITAL|5551.0|1454.0|1165.0||""|""
2021|106190796|LOS ANGELES|RONALD REAGAN UCLA MEDICAL CENTER|9013.0|5555.0|15944.0||""|""
2021|106190812|LOS ANGELES|VALLEY PRESBYTERIAN HOSPITAL|6881.0|3333.0|26331.0||""|""
2021|106190818|LOS ANGELES|USC VERDUGO HILLS HOSPITAL|6881.0|3966.0|8296.0||""|""
2021|106190859|LOS ANGELES|WEST HILLS HOSPITAL AND MEDICAL CENTER|18230.0|6921.0|11186.0||""|""
2021|106190878|LOS ANGELES|ADVENTIST HEALTH WHITE MEMORIAL|26157.0|5774.0|6387.0|3327.0|""|""
2021|106190883|LOS ANGELES|WHITTIER HOSPITAL MEDICAL CENTER|2453.0|2505.0|13240.0||""|""
2021|106190949|LOS ANGELES|HENRY MAYO NEWHALL HOSPITAL|17680.0|8466.0|18709.0||""|""
2021|106191227|LOS ANGELES|LAC/HARBOR-UCLA MEDICAL CENTER|49314.0|4857.0|5609.0|6050.0|""|""
2021|106191228|LOS ANGELES|LAC+USC MEDICAL CENTER|68757.0|6636.0|13889.0|6314.0|""|""
2021|106191230|LOS ANGELES|MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL|58957.0|6671.0|13283.0||""|""
2021|106191231|LOS ANGELES|LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER|34926.0|3465.0|5947.0|3310.0|""|""
2021|106191450|LOS ANGELES|KAISER FOUNDATION HOSPITAL - WOODLAND HILLS|6497.0|12030.0|17945.0||""|""
2021|106196035|LOS ANGELES|KAISER FOUNDATION HOSPITAL - BALDWIN PARK|12977.0|15268.0|31385.0||""|""
2021|106196403|LOS ANGELES|KAISER FOUNDATION HOSPITAL - DOWNEY|20286.0|18748.0|50123.0||""|""
2021|106196405|LOS ANGELES|PALMDALE REGIONAL MEDICAL CENTER|24884.0|5404.0|18376.0||""|""
2021|106201281|MADERA|MADERA COMMUNITY HOSPITAL|16520.0|4537.0|5104.0||""|""
2021|106204019|MADERA|VALLEY CHILDREN'S HOSPITAL|57466.0|22.0|14645.0||""|""
2021|106210992|MARIN|KAISER FOUNDATION HOSPITAL - SAN RAFAEL|2544.0|8934.0|12296.0|1101.0|""|""
2021|106211006|MARIN|MARINHEALTH MEDICAL CENTER|10067.0|7147.0|8720.0||""|""
2021|106214034|MARIN|NOVATO COMMUNITY HOSPITAL|5338.0|3588.0|3442.0||""|""
2021|106220733|MARIPOSA|JOHN C FREMONT HEALTHCARE DISTRICT|464.0|1577.0|3192.0||""|""
2021|106231013|MENDOCINO|ADVENTIST HEALTH MENDOCINO COAST|3118.0|3113.0|2019.0||""|""
2021|106231396|MENDOCINO|ADVENTIST HEALTH UKIAH VALLEY|12823.0|4996.0|5945.0|1786.0|""|""
2021|106234038|MENDOCINO|ADVENTIST HEALTH HOWARD MEMORIAL|5974.0|2470.0|2977.0|1030.0|""|""
2021|106240924|MERCED|MEMORIAL HOSPITAL LOS BANOS|12933.0|3682.0|4956.0||""|""
2021|106240942|MERCED|MERCY MEDICAL CENTER - MERCED|31776.0|8892.0|8406.0|3101.0|""|""
2021|106250955|MODOC|SURPRISE VALLEY COMMUNITY HOSPITAL|89.0|167.0|77.0||""|""
2021|106254005|MODOC|MODOC MEDICAL CENTER|2090.0|1329.0|797.0||""|""
2021|106260011|MONO|MAMMOTH HOSPITAL|1907.0|1254.0|5716.0||""|""
2021|106270744|MONTEREY|COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA|12459.0|8347.0|14539.0||""|""
2021|106270777|MONTEREY|GEORGE L. MEE MEMORIAL HOSPITAL|8616.0|1053.0|2263.0||""|""
2021|106270875|MONTEREY|SALINAS VALLEY MEMORIAL HOSPITAL|21643.0|5918.0|12598.0||""|""
2021|106274043|MONTEREY|NATIVIDAD MEDICAL CENTER|27433.0|3146.0|7299.0||""|""
2021|106281047|NAPA|PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER|8863.0|6002.0|5575.0||""|""
2021|106281078|NAPA|ADVENTIST HEALTH ST. HELENA|1429.0|1570.0|2249.0|318.0|""|""
2021|106291023|NEVADA|SIERRA NEVADA MEMORIAL HOSPITAL|8928.0|7033.0|4764.0|1075.0|""|""
2021|106291053|NEVADA|TAHOE FOREST HOSPITAL|1350.0|1819.0|7855.0||""|""
2021|106300225|ORANGE|MEMORIALCARE ORANGE COAST MEDICAL CENTER|7286.0|7983.0|10125.0||""|""
2021|106301098|ORANGE|AHMC ANAHEIM REGIONAL MEDICAL CENTER|11504.0|3493.0|3344.0||""|""
2021|106301140|ORANGE|CHAPMAN GLOBAL MEDICAL CENTER|2033.0|703.0|1306.0||""|""
2021|106301175|ORANGE|FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER - EUCLID|18349.0|4891.0|5665.0|1764.0|""|""
2021|106301188|ORANGE|ANAHEIM GLOBAL MEDICAL CENTER|5610.0|1020.0|1914.0|1552.0|""|""
2021|106301205|ORANGE|HOAG MEMORIAL HOSPITAL PRESBYTERIAN|24818.0|23562.0|41931.0|4675.0|""|""
2021|106301234|ORANGE|LA PALMA INTERCOMMUNITY HOSPITAL|5046.0|760.0|4042.0||""|""
2021|106301248|ORANGE|LOS ALAMITOS MEDICAL CENTER|6447.0|7464.0|8770.0|991.0|""|""
2021|106301258|ORANGE|SOUTH COAST GLOBAL MEDICAL CENTER|7031.0|804.0|1169.0||""|""
2021|106301262|ORANGE|PROVIDENCE MISSION HOSPITAL|8314.0|9910.0|13131.0||""|""
2021|106301279|ORANGE|UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER|19160.0|6619.0|9902.0||""|""
2021|106301283|ORANGE|GARDEN GROVE HOSPITAL AND MEDICAL CENTER|11038.0|833.0|4875.0||""|""
2021|106301297|ORANGE|PLACENTIA LINDA HOSPITAL|8898.0|4849.0|7119.0|1459.0|""|""
2021|106301317|ORANGE|MEMORIALCARE SADDLEBACK MEDICAL CENTER|5563.0|10738.0|9420.0||""|""
2021|106301337|ORANGE|PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH|3429.0|3620.0|5946.0||""|""
2021|106301342|ORANGE|PROVIDENCE ST. JUDE MEDICAL CENTER|16748.0|15003.0|15375.0||""|""
2021|106301357|ORANGE|FOOTHILL REGIONAL MEDICAL CENTER|2142.0|544.0|741.0||""|""
2021|106301379|ORANGE|WEST ANAHEIM MEDICAL CENTER|12104.0|1281.0|6360.0||""|""
2021|106301566|ORANGE|ORANGE COUNTY GLOBAL MEDICAL CENTER|9443.0|1814.0|3168.0||""|""
2021|106304113|ORANGE|CHILDREN'S HOSPITAL AT MISSION|3477.0|122.0|4514.0||""|""
2021|106304409|ORANGE|KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHEIM|16802.0|24680.0|62153.0||""|""
2021|106304460|ORANGE|HOAG ORTHOPEDIC INSTITUTE|||||""|""
2021|106310791|PLACER|SUTTER AUBURN FAITH HOSPITAL|7336.0|9113.0|7040.0||""|""
2021|106311000|PLACER|SUTTER ROSEVILLE MEDICAL CENTER|19733.0|17811.0|25094.0||""|""
2021|106314024|PLACER|KAISER FOUNDATION HOSPITAL - ROSEVILLE|20770.0|29271.0|57514.0|5181.0|""|""
2021|106320859|PLUMAS|EASTERN PLUMAS HOSPITAL-PORTOLA CAMPUS|1086.0|1253.0|798.0||""|""
2021|106320986|PLUMAS|PLUMAS DISTRICT HOSPITAL|1356.0|1135.0|1251.0||""|""
2021|106321016|PLUMAS|SENECA DISTRICT HOSPITAL|502.0|808.0|902.0||""|""
2021|106331152|RIVERSIDE|CORONA REGIONAL MEDICAL CENTER-MAIN|20645.0|3396.0|13271.0||""|""
2021|106331164|RIVERSIDE|DESERT REGIONAL MEDICAL CENTER|27069.0|10255.0|11396.0|2984.0|""|""
2021|106331168|RIVERSIDE|EISENHOWER MEDICAL CENTER|18872.0|20936.0|9139.0||""|""
2021|106331194|RIVERSIDE|HEMET GLOBAL MEDICAL CENTER|21075.0|7546.0|4798.0||""|""
2021|106331216|RIVERSIDE|JOHN F. KENNEDY MEMORIAL HOSPITAL|27209.0|5799.0|6992.0|2578.0|""|""
2021|106331288|RIVERSIDE|PALO VERDE HOSPITAL|2510.0|1669.0|2660.0||""|""
2021|106331293|RIVERSIDE|DOCTORS HOSPITAL OF RIVERSIDE|17730.0|8218.0|9643.0||""|""
2021|106331312|RIVERSIDE|RIVERSIDE COMMUNITY HOSPITAL|40373.0|10748.0|14664.0||""|""
2021|106331326|RIVERSIDE|SAN GORGONIO MEMORIAL HOSPITAL|16874.0|7743.0|7098.0||""|""
2021|106334018|RIVERSIDE|MENIFEE GLOBAL MEDICAL CENTER|7416.0|2561.0|2560.0||""|""
2021|106334025|RIVERSIDE|KAISER FOUNDATION HOSPITAL - RIVERSIDE|10733.0|11165.0|25334.0||""|""
2021|106334048|RIVERSIDE|KAISER FOUNDATION HOSPITAL - MORENO VALLEY|12898.0|8161.0|21372.0||""|""
2021|106334068|RIVERSIDE|SOUTHWEST HEALTHCARE SYSTEM-MURRIETA|33664.0|10585.0|31492.0||""|""
2021|106334487|RIVERSIDE|RIVERSIDE UNIVERSITY HEALTH SYSTEM - MEDICAL CENTER|45549.0|9923.0|7655.0||""|""
2021|106334564|RIVERSIDE|TEMECULA VALLEY HOSPITAL|9900.0|7094.0|14260.0||""|""
2021|106340913|SACRAMENTO|KAISER FOUNDATION HOSPITAL - SACRAMENTO|35216.0|19099.0|28394.0|7107.0|""|""
2021|106340947|SACRAMENTO|MERCY GENERAL HOSPITAL|12895.0|7182.0|6758.0|1463.0|""|""
2021|106340950|SACRAMENTO|MERCY SAN JUAN MEDICAL CENTER|27160.0|10195.0|9697.0|2702.0|""|""
2021|106340951|SACRAMENTO|METHODIST HOSPITAL OF SACRAMENTO|24322.0|8052.0|7243.0|2207.0|""|""
2021|106341006|SACRAMENTO|UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER|31648.0|10159.0|13682.0||""|""
2021|106342344|SACRAMENTO|KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO|37230.0|21634.0|36825.0|6585.0|""|""
2021|106344029|SACRAMENTO|MERCY HOSPITAL OF FOLSOM|13044.0|7874.0|12802.0||""|""
2021|106350784|SAN BENITO|HAZEL HAWKINS MEMORIAL HOSPITAL|9882.0|3196.0|6250.0||""|""
2021|106361110|SAN BERNARDINO|BEAR VALLEY COMMUNITY HOSPITAL|2742.0|1116.0|6284.0||""|""
2021|106361144|SAN BERNARDINO|CHINO VALLEY MEDICAL CENTER|17559.0|3180.0|6818.0||""|""
2021|106361166|SAN BERNARDINO|MONTCLAIR HOSPITAL MEDICAL CENTER|2600.0|1861.0|14225.0||""|""
2021|106361223|SAN BERNARDINO|KAISER FOUNDATION HOSPITAL - FONTANA|35141.0|27390.0|68498.0||""|""
2021|106361266|SAN BERNARDINO|MOUNTAINS COMMUNITY HOSPITAL|3345.0|2290.0|2099.0||""|""
2021|106361308|SAN BERNARDINO|REDLANDS COMMUNITY HOSPITAL|16883.0|6947.0|12109.0||""|""
2021|106361318|SAN BERNARDINO|SAN ANTONIO REGIONAL HOSPITAL|26712.0|24201.0|13516.0||""|""
2021|106361323|SAN BERNARDINO|COMMUNITY HOSPITAL OF SAN BERNARDINO|37593.0|4264.0|4600.0|3467.0|""|""
2021|106361339|SAN BERNARDINO|ST. BERNARDINE MEDICAL CENTER|35457.0|8015.0|5503.0|2926.0|""|""
2021|106361343|SAN BERNARDINO|ST. MARY MEDICAL CENTER - APPLE VALLEY|29134.0|9423.0|11659.0||""|""
2021|106361370|SAN BERNARDINO|VICTOR VALLEY GLOBAL MEDICAL CENTER|18551.0|1473.0|3382.0||""|""
2021|106361458|SAN BERNARDINO|COLORADO RIVER MEDICAL CENTER|1772.0|892.0|799.0||""|""
2021|106362041|SAN BERNARDINO|HI-DESERT MEDICAL CENTER|11559.0|3853.0|4048.0||""|""
2021|106364144|SAN BERNARDINO|DESERT VALLEY HOSPITAL|3087.0|4738.0|21816.0||""|""
2021|106364231|SAN BERNARDINO|ARROWHEAD REGIONAL MEDICAL CENTER|42247.0|5624.0|13046.0||""|""
2021|106364430|SAN BERNARDINO|BARSTOW COMMUNITY HOSPITAL|7827.0|2040.0|8340.0||""|""
2021|106364502|SAN BERNARDINO|LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL|6116.0|505.0|1705.0||""|""
2021|106370652|SAN DIEGO|ALVARADO HOSPITAL MEDICAL CENTER|11139.0|3341.0|5064.0||""|""
2021|106370673|SAN DIEGO|RADY CHILDREN'S HOSPITAL - SAN DIEGO|43741.0|215.0|28782.0||""|""
2021|106370689|SAN DIEGO|SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER|8092.0|3908.0|6179.0||""|""
2021|106370694|SAN DIEGO|SHARP MEMORIAL HOSPITAL|24952.0|17829.0|29358.0||""|""
2021|106370695|SAN DIEGO|SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS|||||""|""
2021|106370714|SAN DIEGO|GROSSMONT HOSPITAL|43967.0|16250.0|19620.0||""|""
2021|106370730|SAN DIEGO|KAISER FOUNDATION HOSPITAL - SAN DIEGO - ZION|13802.0|30708.0|60818.0||""|""
2021|106370744|SAN DIEGO|SCRIPPS MERCY HOSPITAL|48577.0|18682.0|17890.0|5310.0|""|""
2021|106370755|SAN DIEGO|PALOMAR HEALTH DOWNTOWN CAMPUS|20684.0|12216.0|17832.0||""|""
2021|106370759|SAN DIEGO|PARADISE VALLEY HOSPITAL|10710.0|3063.0|2572.0||""|""
2021|106370771|SAN DIEGO|SCRIPPS MEMORIAL HOSPITAL - LA JOLLA|8368.0|9123.0|14333.0|1438.0|""|""
2021|106370780|SAN DIEGO|TRI-CITY MEDICAL CENTER|16987.0|8248.0|9508.0||""|""
2021|106370782|SAN DIEGO|UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER|22608.0|12328.0|14137.0||""|""
2021|106370875|SAN DIEGO|SHARP CHULA VISTA MEDICAL CENTER|28236.0|11690.0|18045.0||""|""
2021|106371394|SAN DIEGO|SCRIPPS MEMORIAL HOSPITAL - ENCINITAS|10983.0|10521.0|15726.0|1734.0|""|""
2021|106374382|SAN DIEGO|PALOMAR MEDICAL CENTER|6857.0|4035.0|5538.0||""|""
